徐州绥署,郑州绥署,"['4', '月', '5', '日', '，', '蒋介石', '致电', '徐州', '绥署', '主任', '顾祝同', '与', '郑州', '绥署', '主任', '刘峙', '，', '要求', '“', '一面', '缩编', '，', '一面', '训练', '，', '以期', '随时', '可以', '应战', '也', '。', '”']","(7, 9)","(12, 14)",1945-1949：国共政争与中国命运.txt
鲁西四路,山东中共,"['再', '以', '津浦', '南', '、', '北段', '、', '胶济路', '、', '鲁', '西四', '路', '进军', '，', '“', '扫荡', '”', '山东', '中共', '主力', '；']","(9, 12)","(17, 19)",1945-1949：国共政争与中国命运.txt
中共山东省委党史资料征集研究委员会,中共临沂地委党史资料征集委员会,"['《国民党一兵团孟良崮战役战斗详报》', '，', '中共山东省委', '党史', '资料', '征集', '研究', '委员会', '、', '中共', '临沂', '地委', '党史', '资料', '征集', '委员会', '编', '《孟良崮战役》', '，', '山东', '人民出版社', '，', '1987', '，', '第', '427', '页', '。']","(2, 8)","(9, 16)",1945-1949：国共政争与中国命运.txt
山东省政协文史资料委员会,莱芜市政协文史资料委员会,"['山东省', '政协', '文史资料', '委员会', '、', '莱芜市', '政协', '文史资料', '委员会', '合编', '《莱芜战役纪实》', '，', '中国', '文史', '出版社', '，', '1995', '，', '第', '287', '、', '162', '页', '。']","(0, 4)","(5, 9)",1945-1949：国共政争与中国命运.txt
莱芜市政协文史资料委员会,中国文史出版社,"['山东省', '政协', '文史资料', '委员会', '、', '莱芜市', '政协', '文史资料', '委员会', '合编', '《莱芜战役纪实》', '，', '中国', '文史', '出版社', '，', '1995', '，', '第', '287', '、', '162', '页', '。']","(5, 9)","(12, 15)",1945-1949：国共政争与中国命运.txt
兴中会,兴中会广州分会,"['他', '曾', '陪', '孙中山', '由', '广州', '北上', '京津', '，', '后', '在', '香港', '加入', '兴中会', '，', '创建', '兴中会', '广州', '分会', '，', '组织', '暴动', '时', '“', '拟定', '青天白日', '”', '为', '旗帜', '。']","(13, 14)","(16, 19)",《1911之革命尚未成功》作者：王树增.txt
兴中会,兴中会,"['在', '陈少白', '的', '联络', '下', '，', '一九', 'OO', '年', '二月', '，', '哥老会', '堂主', '、', '三合会', '首领', '和', '兴中会', '领袖', '在', '香港', '齐聚一堂', '，', '这是', '兴中会', '与', '中国', '南方', '著名', '民间', '会党', '的', '前所未有', '的', '联合', '。']","(17, 18)","(24, 25)",《1911之革命尚未成功》作者：王树增.txt
兴中会,加州大学,"['孙中山', '从', '筹款', '人手', '，', '他', '召开', '兴中会', '救国', '筹饷', '大会', '，', '推举', '加州大学', '教授', '邝华汰', '为', '主席', '，', '发表演说', '之后', '便', '开始', '推销', '军需', '债券', '，', '依然', '承诺', '革命', '成功', '后', '十倍', '偿还', '—', '—', '“', '此券', '规定', '买收', '美金', '十元', '，', '俟', '革命', '成功', '之', '日', '，', '凭券', '即', '还', '本息', '一百元', '。', '”']","(7, 8)","(13, 14)",《1911之革命尚未成功》作者：王树增.txt
同盟会,日本东京赤坂区灵南坂日本友人坂本金弥家,"['八月', '二十日', '，', '同盟会', '成立', '大会', '在', '日本', '东京', '赤坂', '区灵', '南坂', '日本', '友人', '坂', '本金', '弥家', '举行', '。']","(3, 4)","(7, 17)",《1911之革命尚未成功》作者：王树增.txt
浙江洋务局总办,海州赣州豆油公司,"['曾任', '大清', '帝国', '驻', '秘鲁', '领事', '、', '浙江', '洋务局', '总办', '，', '经营', '着', '海州', '赣州', '豆油', '公司', '和', '海丰', '面粉', '公司', '。']","(7, 10)","(13, 17)",《1911之革命尚未成功》作者：王树增.txt
海州赣州豆油公司,海丰面粉公司,"['曾任', '大清', '帝国', '驻', '秘鲁', '领事', '、', '浙江', '洋务局', '总办', '，', '经营', '着', '海州', '赣州', '豆油', '公司', '和', '海丰', '面粉', '公司', '。']","(13, 17)","(18, 21)",《1911之革命尚未成功》作者：王树增.txt
民政部,民政部,"['立宪', '党人', '以', '“', '组建', '一个', '政党', '”', '的', '名义', '在', '民政部', '备案', '，', '而', '民政部', '竟然', '没有', '任何', '防备', '地', '批准', '了', '。']","(11, 12)","(15, 16)",《1911之革命尚未成功》作者：王树增.txt
湖北咨议局,保路协会,"['湖北', '咨议', '局', '联合', '各界', '成立', '保路', '协会', '，', '其', '宗旨', '是', '：', '“', '全筹路款', '，', '永拒', '外债', '，', '力保', '路权', '。', '”']","(0, 3)","(6, 8)",《1911之革命尚未成功》作者：王树增.txt
炮队,马队,"['炮队', '第八', '标', '、', '马队', '第八', '标', '、', '混成', '炮协', '炮队', '、', '工程队', '、', '宪兵营', '、', '辎重', '队', '的', '代表', '以及', '测绘', '学堂', '、', '陆军', '中学', '的', '代表', '—', '—', '如同', '湖北', '新军', '的', '一次', '盛大', '的', '代表大会', '。']","(0, 1)","(4, 5)",《1911之革命尚未成功》作者：王树增.txt
