国民党中央政府,蒋介石,"['昆明', '事变', '以龙云', '解职', '离', '滇', '、', '国民党中央', '政府', '和', '蒋介石', '获胜', '而', '结束', '。']","(7, 9)","(10, 11)",1945-1949：国共政争与中国命运.txt
中共中央,毛,"['当时', '中共中央', '的', '主要', '领导人', '毛', '、', '刘', '、', '周三', '人', '全部', '包括', '在', '这个', '名单', '中', '，', '由此可见', '中共', '当时', '对', '参加', '政府', '还是', '非常', '积极', '的', '。']","(1, 2)","(5, 6)",1945-1949：国共政争与中国命运.txt
中共中央,刘,"['当时', '中共中央', '的', '主要', '领导人', '毛', '、', '刘', '、', '周三', '人', '全部', '包括', '在', '这个', '名单', '中', '，', '由此可见', '中共', '当时', '对', '参加', '政府', '还是', '非常', '积极', '的', '。']","(1, 2)","(7, 8)",1945-1949：国共政争与中国命运.txt
晋绥军区,贺龙,"['分属', '陕甘宁', '晋绥', '联防军', '（', '3', '万人', '，', '代', '司令员', '王世泰', '）', '、', '晋绥', '军区', '（', '5', '万人', '，', '司令员', '贺龙', '）', '、', '晋冀鲁豫', '军区', '（', '27', '万人', '，', '司令员', '刘伯承', '）', '、', '新四军', '兼', '山东', '军区', '（', '42', '万人', '，', '军长', '兼', '司令员', '陈毅', '，', '1947', '年', '1', '月底', '改称', '华东野战军', '）', '、', '东北民主联军', '（', '30', '万人', '，', '司令员', '林彪', '）', '、', '晋察冀军区', '（', '20', '万人', '，', '司令员', '聂荣臻', '）', '、', '中原军区', '（', '5', '万人', '，', '司令员', '李先念', '）', '等', '战略区', '，', '另有', '炮兵', '1', '个', '旅', '，', '14', '个团', '，', '17', '个营', '，', '38', '个', '连', '，', '没有', '海', '、', '空军', '。']","(13, 15)","(20, 21)",1945-1949：国共政争与中国命运.txt
晋冀鲁豫军区,刘伯承,"['分属', '陕甘宁', '晋绥', '联防军', '（', '3', '万人', '，', '代', '司令员', '王世泰', '）', '、', '晋绥', '军区', '（', '5', '万人', '，', '司令员', '贺龙', '）', '、', '晋冀鲁豫', '军区', '（', '27', '万人', '，', '司令员', '刘伯承', '）', '、', '新四军', '兼', '山东', '军区', '（', '42', '万人', '，', '军长', '兼', '司令员', '陈毅', '，', '1947', '年', '1', '月底', '改称', '华东野战军', '）', '、', '东北民主联军', '（', '30', '万人', '，', '司令员', '林彪', '）', '、', '晋察冀军区', '（', '20', '万人', '，', '司令员', '聂荣臻', '）', '、', '中原军区', '（', '5', '万人', '，', '司令员', '李先念', '）', '等', '战略区', '，', '另有', '炮兵', '1', '个', '旅', '，', '14', '个团', '，', '17', '个营', '，', '38', '个', '连', '，', '没有', '海', '、', '空军', '。']","(23, 25)","(30, 31)",1945-1949：国共政争与中国命运.txt
徐州绥署,顾祝同,"['4', '月', '5', '日', '，', '蒋介石', '致电', '徐州', '绥署', '主任', '顾祝同', '与', '郑州', '绥署', '主任', '刘峙', '，', '要求', '“', '一面', '缩编', '，', '一面', '训练', '，', '以期', '随时', '可以', '应战', '也', '。', '”']","(7, 9)","(10, 11)",1945-1949：国共政争与中国命运.txt
徐州绥署,刘峙,"['4', '月', '5', '日', '，', '蒋介石', '致电', '徐州', '绥署', '主任', '顾祝同', '与', '郑州', '绥署', '主任', '刘峙', '，', '要求', '“', '一面', '缩编', '，', '一面', '训练', '，', '以期', '随时', '可以', '应战', '也', '。', '”']","(7, 9)","(15, 16)",1945-1949：国共政争与中国命运.txt
郑州绥署,刘峙,"['4', '月', '5', '日', '，', '蒋介石', '致电', '徐州', '绥署', '主任', '顾祝同', '与', '郑州', '绥署', '主任', '刘峙', '，', '要求', '“', '一面', '缩编', '，', '一面', '训练', '，', '以期', '随时', '可以', '应战', '也', '。', '”']","(12, 14)","(15, 16)",1945-1949：国共政争与中国命运.txt
北平行营,李宗仁,"['1946', '年', '6', '月', '1', '日', '，', '北平', '行营', '主任', '李宗仁', '曾', '致函', '蒋介石', '，', '提出', '先', '以', '东北', '两军', '“', '扫荡', '”', '热河', '，', '解除', '平津', '北面', '之', '威胁', '，', '隔断', '张垣', '与', '东北', '之', '联络', '；']","(7, 9)","(10, 11)",1945-1949：国共政争与中国命运.txt
北平行营,蒋介石,"['1946', '年', '6', '月', '1', '日', '，', '北平', '行营', '主任', '李宗仁', '曾', '致函', '蒋介石', '，', '提出', '先', '以', '东北', '两军', '“', '扫荡', '”', '热河', '，', '解除', '平津', '北面', '之', '威胁', '，', '隔断', '张垣', '与', '东北', '之', '联络', '；']","(7, 9)","(13, 14)",1945-1949：国共政争与中国命运.txt
火奴鲁鲁意奥兰尼学校,奥阿厚,"['哥哥', '希望', '孙中山', '受到', '良好', '教育', '，', '资助', '他', '先后', '就读于', '火奴鲁鲁', '意', '奥兰', '尼', '学校', '（', '男子', '初中', '）', '和', '奥阿厚', '书院', '（', '高级中学', '）', '。']","(11, 16)","(21, 22)",《1911之革命尚未成功》作者：王树增.txt
檀香山卑涉银行,何宽,"['一八九', '四年', '十一月', '二十四日', '，', '人', '虽少', '但', '还是', '聚', '在', '了', '一起', '，', '开会地点', '是', '檀香山', '卑涉', '银行', '经理', '何宽', '的', '家', '。']","(16, 19)","(20, 21)",《1911之革命尚未成功》作者：王树增.txt
永和泰号,黄华,"['会议', '宣布', '了', '组织', '章程', '，', '选举', '永和', '泰号', '司事', '刘祥为', '主席', '、', '何宽', '为', '副', '主席', '，', '永和', '泰号', '司账', '黄华', '恢为', '管库', '，', '程蔚南', '（', '商人', '）', '、', '许直', '臣', '（', '教育家', '）', '为', '正副', '文案', '，', '李昌', '（', '公务员', '）', '、', '郑金', '（', '公务员', '）', '、', '黄亮', '（', '商人', '）', '、', '李禄', '（', '商人', '）', '、', '李多马', '（', '商人', '）', '、', '邓荫南', '（', '农业', '家', '）', '、', '林鉴泉', '（', '报', '人', '）', '等', '为', '值理', '。']","(18, 20)","(21, 22)",《1911之革命尚未成功》作者：王树增.txt
永和泰号,程蔚南,"['会议', '宣布', '了', '组织', '章程', '，', '选举', '永和', '泰号', '司事', '刘祥为', '主席', '、', '何宽', '为', '副', '主席', '，', '永和', '泰号', '司账', '黄华', '恢为', '管库', '，', '程蔚南', '（', '商人', '）', '、', '许直', '臣', '（', '教育家', '）', '为', '正副', '文案', '，', '李昌', '（', '公务员', '）', '、', '郑金', '（', '公务员', '）', '、', '黄亮', '（', '商人', '）', '、', '李禄', '（', '商人', '）', '、', '李多马', '（', '商人', '）', '、', '邓荫南', '（', '农业', '家', '）', '、', '林鉴泉', '（', '报', '人', '）', '等', '为', '值理', '。']","(18, 20)","(25, 26)",《1911之革命尚未成功》作者：王树增.txt
日本驻香港领事中川恒次郎,孙中山,"['日本', '驻', '香港', '领事', '中川', '恒', '次郎', '在', '会见', '孙中山', '后', '写信给', '日本首相', '：']","(0, 7)","(9, 10)",《1911之革命尚未成功》作者：王树增.txt
香港兴中会,杨衢,"['于是', '只能', '依靠', '香港', '兴中会', '会长', '杨衢', '云', '另想办法', '购置', '枪支', '。']","(3, 5)","(6, 7)",《1911之革命尚未成功》作者：王树增.txt
香港兴中会,孙中山,"['香港', '兴中会', '成立', '时', '，', '虽然', '孙中山', '“', '不欲', '”', '，', '但', '杨衢', '云', '“', '坚欲', '取得', '会长', '”', '。']","(0, 2)","(6, 7)",《1911之革命尚未成功》作者：王树增.txt
浙江大学,孙姓,"['一九', 'O', '-', '年', '夏天', '，', '浙江大学', '堂', '的', '孙姓', '教习', '给', '学生', '出', '的', '作文题', '竟然', '是', '《罪辫文》', '，', '即', '要', '声讨', '男人', '的', '辫子', '，', '辫子', '问题', '涉及', '满', '清政府', '的', '统治', '。']","(6, 7)","(9, 10)",《1911之革命尚未成功》作者：王树增.txt
外务省,中川,"['有', '外务省', '官员', '中川', '恒', '次郎', '、', '小池', '章造', '和', '重光', '葵', '；']","(1, 2)","(3, 4)",《1911之革命尚未成功》作者：王树增.txt
外务省,章造,"['有', '外务省', '官员', '中川', '恒', '次郎', '、', '小池', '章造', '和', '重光', '葵', '；']","(1, 2)","(8, 9)",《1911之革命尚未成功》作者：王树增.txt
香港立法院,何启,"['有', '资料', '显示', '，', '此事', '绝不', '是', '李鸿章', '的', '主动', '，', '而是', '兴中会', '员', '陈少白', '和', '香港', '立法院', '议员', '何启', '的', '密谋', '。']","(16, 18)","(19, 20)",《1911之革命尚未成功》作者：王树增.txt
日本驻台总督儿,太郎,"['孙中山', '抵达', '后', '，', '受到', '日本', '驻台', '总督', '儿', '玉源', '太郎', '的', '热情接待', '。']","(5, 9)","(10, 11)",《1911之革命尚未成功》作者：王树增.txt
中国教育会,黄宗仰,"['不久', '，', '中国', '教育会', '会长', '黄宗仰', '因', '避难', '《苏报》', '案逃', '到', '日本', '，', '见到', '孙中山', '后', '格外', '亲切', '，', '两人', '相约', '登山', '畅谈', '，', '黄宗仰', '留下', '诗句', '云', '：', '“', '仰瞻', '星斗', '十年', '久', '，', '葑', '汉', '声闻', '三度', '雷', '。']","(2, 4)","(5, 6)",《1911之革命尚未成功》作者：王树增.txt
法国外交部,拉法埃·罗,"['在', '巴黎', '，', '应', '孙中山', '的', '请求', '，', '法国外交部', '官员', '拉法', '埃', '·', '罗', '和', '菲力浦', '·', '贝特洛', '先后', '接见', '了', '他', '。']","(8, 9)","(10, 14)",《1911之革命尚未成功》作者：王树增.txt
法国外交部,菲力浦·贝特洛,"['在', '巴黎', '，', '应', '孙中山', '的', '请求', '，', '法国外交部', '官员', '拉法', '埃', '·', '罗', '和', '菲力浦', '·', '贝特洛', '先后', '接见', '了', '他', '。']","(8, 9)","(15, 18)",《1911之革命尚未成功》作者：王树增.txt
中国教育会,蔡元培,"['一九', 'O', '四年', '秋冬之交', '，', '中国', '教育会', '会长', '蔡元培', '到达', '上海', '，', '归国', '的', '浙江籍', '留日学生', '决定', '成立', '革命', '组织', '，', '推举', '蔡元培', '为', '会长', '，', '定名', '为', '“', '光复会', '”', '。']","(5, 7)","(8, 9)",《1911之革命尚未成功》作者：王树增.txt
