江苏南京,南京大学历史系,"['汪朝光', '，', '1958年', '生', '，', '江苏', '南京', '人', '，', '1982年', '2月', '毕业', '于', '南京', '大学', '历史系', '，', '1984年', '12月', '毕业', '于', '中国', '社会', '科学院', '研究生院', '，', '此后', '一直', '在', '中国', '社会', '科学院', '近代史', '研究所', '工作', '，', '现', '为', '近代史', '所', '研究员', '。']","(5, 7)","(13, 16)",1945-1949：国共政争与中国命运.txt
中国,中国共产党,"['作为', '20', '世纪', '上半叶', '中国', '最', '有', '政治', '活动力', '、', '组织力', '及', '创造力', '的', '中国', '国民党', '与', '中国', '共产党', '，', '两', '度', '合作', '，', '两', '度', '分裂', '，', '从', '化友', '为', '敌', '到', '化敌为友', '，', '从', '兄弟', '协力', '到', '兵戎相见', '，', '从', '党', '争', '政争', '的', '文斗', '到', '战场', '厮杀', '的', '武斗', '，', '他们', '各自', '都', '在', '以', '自己', '的', '奋斗', '，', '塑造', '着', '中国', '历史', '的', '命运', '。']","(14, 15)","(17, 19)",1945-1949：国共政争与中国命运.txt
中国,国民政府,"['苏联', '要求', '经济', '合作', '，', '既', '无法', '理', '依据', '，', '且', '事', '关', '中国', '国家', '利益', '与', '民族', '感情', '，', '国民', '政府', '的', '拒绝', '应', '为', '正当', '。']","(13, 14)","(20, 22)",1945-1949：国共政争与中国命运.txt
北平,重庆军区,"['空军', '编组', '为', '沈阳', '、', '北平', '、', '西安', '、', '汉口', '、', '重庆', '军区', '，', '有', '飞机', '443', '架', '。']","(5, 6)","(11, 13)",1945-1949：国共政争与中国命运.txt
西安,重庆军区,"['空军', '编组', '为', '沈阳', '、', '北平', '、', '西安', '、', '汉口', '、', '重庆', '军区', '，', '有', '飞机', '443', '架', '。']","(7, 8)","(11, 13)",1945-1949：国共政争与中国命运.txt
汉口,重庆军区,"['空军', '编组', '为', '沈阳', '、', '北平', '、', '西安', '、', '汉口', '、', '重庆', '军区', '，', '有', '飞机', '443', '架', '。']","(9, 10)","(11, 13)",1945-1949：国共政争与中国命运.txt
台北,中国国民党中央委员会党史委员会,"['《', '副', '参谋', '总长', '白崇禧', '呈蒋', '委员长', '关于', '停战', '令', '颁布', '后', '国军', '应有', '充分', '准备', '电', '》', '（', '1946年', '1月', '15日', '）', '，', '秦孝仪', '主编', '《中华民国重要史料初编》', '第5', '编', '第4', '册', '，', '台北', '，', '中国', '国民党', '中央', '委员会', '党史', '委员会', '，', '1985', '，', '第387', '页', '。']","(32, 33)","(34, 40)",1945-1949：国共政争与中国命运.txt
西四路,山东中共,"['再', '以', '津浦南', '、', '北段', '、', '胶济路', '、', '鲁', '西四路', '进军', '，', '“', '扫荡', '”', '山东', '中共', '主力', '；']","(9, 10)","(15, 17)",1945-1949：国共政争与中国命运.txt
枣庄市,山东人民出版社,"['《马励武致友人信》', '，', '《马励武日记》', '，', '枣庄市', '出版', '办公室', '编', '《鲁南战役资料选》', '，', '山东', '人民', '出版社', '，', '1982', '，', '第152', '~', '153', '页', '。']","(4, 5)","(10, 13)",1945-1949：国共政争与中国命运.txt
莱芜,中共华东野战军,"['1947年', '2月', '，', '守莱芜', '的', '第二', '绥区', '副', '司令', '李仙洲', '突围', '心切', '，', '率', '部', '出', '莱芜城', '后', '，', '未', '派', '部队', '占据', '突围', '路线', '外侧', '山地', '要点', '掩护', '，', '也', '未', '派', '部队', '留守', '莱芜', '以为', '支持', '，', '结果', '被', '中共', '华东', '野战军', '于', '前', '设伏', '，', '于', '后断', '其', '回城', '之', '路', '，', '而', '李部', '位于', '狭长', '地段', '，', '机动', '空间', '有限', '，', '不', '能', '展开', '，', '只能', '被迫', '向', '内', '收缩', '，', '致', '互相', '拥挤', '，', '队形', '大', '乱', '，', '无法', '实施', '有效', '指挥', '。']","(35, 36)","(41, 44)",1945-1949：国共政争与中国命运.txt
美,镜湖医院,"['经', '他', '治愈', '的', '士绅', '在', '报纸', '上', '登', '出', '广告', '：', '“', '大', '国手', '孙逸仙', '先生', '，', '我', '华人', '而', '业西医者', '，', '性情', '和', '厚', '，', '学识', '精明', '，', '向', '从', '英', '美', '名师游', '，', '洞', '窥秘奥', '，', '现在', '镜湖', '医院', '赠医', '数', '月', '，', '甚', '著', '功效', '。', '”']","(33, 34)","(40, 42)",《1911之革命尚未成功》作者：王树增.txt
