中国国民党河北省党部,《政治协商会议之经过及有关文件》,"['中国', '国民党', '河北省', '党部', '编印', '《政治协商会议之经过及有关文件》', '，', '1946', '，', '第49', '页', '。']","(0, 4)","(5, 6)",1945-1949：国共政争与中国命运.txt
中共中央文献研究室,《毛泽东年谱（1893~1949）》,"['见', '中共中央', '文献', '研究室', '编', '《毛泽东年谱（1893~1949）》', '下卷', '，', '人民', '出版社', '、', '中央', '文献', '出版社', '，', '1993', '，', '第56', '页', '。']","(1, 4)","(5, 6)",1945-1949：国共政争与中国命运.txt
人民出版社,《毛泽东年谱（1893~1949）》,"['见', '中共中央', '文献', '研究室', '编', '《毛泽东年谱（1893~1949）》', '下卷', '，', '人民', '出版社', '、', '中央', '文献', '出版社', '，', '1993', '，', '第56', '页', '。']","(8, 10)","(5, 6)",1945-1949：国共政争与中国命运.txt
中央文献出版社,《毛泽东年谱（1893~1949）》,"['见', '中共中央', '文献', '研究室', '编', '《毛泽东年谱（1893~1949）》', '下卷', '，', '人民', '出版社', '、', '中央', '文献', '出版社', '，', '1993', '，', '第56', '页', '。']","(11, 14)","(5, 6)",1945-1949：国共政争与中国命运.txt
中国文史出版社,《忆往谈旧录》,"['（', '梁漱溟', '：', '《忆往谈旧录》', '，', '中国', '文史', '出版社', '，', '1987', '，', '第244', '页', '）', '甚', '而', '接近', '国民党', '的', '青年党', '领袖', '曾', '琦', '也', '曾', '表示', '，', '他们', '一贯', '主张', '中央政府', '采用', '责任', '内阁制', '，', '但', '既然', '是', '大多数', '协议', '，', '青年', '党', '为', '求', '和谐', '起见', '，', '愿意', '放弃', '其', '主张', '，', '同意', '大家', '意见', '。']","(5, 8)","(3, 4)",1945-1949：国共政争与中国命运.txt
北京中央档案馆藏档,《一年自卫战争总结》,"['陈毅', '：', '《一年自卫战争总结》', '（', '1947年', '12月', '）', '，', '北京', '中央', '档案馆', '藏档', '抄', '件', '。']","(8, 12)","(2, 3)",1945-1949：国共政争与中国命运.txt
北京军事图书馆,《剿匪战役之检讨与我军今后之改进》,"['《剿匪战役之检讨与我军今后之改进》', '（', '1947年', '2月', '19日', '）', '，', '北京', '军事', '图书馆', '藏', '抄', '件', '。']","(7, 10)","(0, 1)",1945-1949：国共政争与中国命运.txt
北京军事图书馆,《剿匪战役之检讨与我军今后之改进》,"['蒋介石', '：', '《剿匪战役之检讨与我军今后之改进》', '(', '1947年', '2月', '19日', ')', '，', '北京', '军事', '图书馆', '藏', '抄', '件', '。']","(9, 12)","(2, 3)",1945-1949：国共政争与中国命运.txt
北京军事图书馆,《剿匪战事之检讨》,"['《剿匪战事之检讨》', '，', '第6', '页', '，', '北京', '军事', '图书馆', '藏', '抄', '件', '。']","(5, 8)","(0, 1)",1945-1949：国共政争与中国命运.txt
北京军事图书馆,《国防部作战会报记录》,"['《国防部作战会报记录》', '（', '1946年', '6月', '13日', '）', '，', '北京', '军事', '图书馆', '藏', '抄', '件', '。']","(7, 10)","(0, 1)",1945-1949：国共政争与中国命运.txt
中央文献出版社,《在历史巨人身边》,"['师哲', '：', '《在历史巨人身边》', '，', '中央', '文献', '出版社', '，', '1991', '，', '第331', '页', '。']","(4, 7)","(2, 3)",1945-1949：国共政争与中国命运.txt
人民出版社,《三个月总结》,"['《三个月总结》', '，', '《毛泽东选集》', '（', '合订本', '）', '，', '人民', '出版社', '，', '1967', '，', '第1102', '页', '。']","(7, 9)","(0, 1)",1945-1949：国共政争与中国命运.txt
人民出版社,《毛泽东选集》,"['《三个月总结》', '，', '《毛泽东选集》', '（', '合订本', '）', '，', '人民', '出版社', '，', '1967', '，', '第1102', '页', '。']","(7, 9)","(2, 3)",1945-1949：国共政争与中国命运.txt
山东人民出版社,《鲁南战役资料选》,"['《马励武致友人信》', '，', '《马励武日记》', '，', '枣庄市', '出版', '办公室', '编', '《鲁南战役资料选》', '，', '山东', '人民', '出版社', '，', '1982', '，', '第152', '~', '153', '页', '。']","(10, 13)","(8, 9)",1945-1949：国共政争与中国命运.txt
北京军事图书馆,《剿匪战略战术的总检讨》,"['《剿匪战略战术的总检讨》', '（', '1947年', '4月', '20日', '）', '，', '北京', '军事', '图书馆', '藏', '抄', '件', '。']","(7, 10)","(0, 1)",1945-1949：国共政争与中国命运.txt
中共山东省委党史资料征集研究委员会,《国民党一兵团孟良崮战役战斗详报》,"['《国民党一兵团孟良崮战役战斗详报》', '，', '中共', '山东', '省委', '党史', '资料', '征集', '研究', '委员会', '、', '中共', '临沂', '地委', '党史', '资料', '征集', '委员会', '编', '《孟良崮战役》', '，', '山东', '人民', '出版社', '，', '1987', '，', '第427', '页', '。']","(2, 10)","(0, 1)",1945-1949：国共政争与中国命运.txt
中共临沂地委党史资料征集委员会,《孟良崮战役》,"['《国民党一兵团孟良崮战役战斗详报》', '，', '中共', '山东', '省委', '党史', '资料', '征集', '研究', '委员会', '、', '中共', '临沂', '地委', '党史', '资料', '征集', '委员会', '编', '《孟良崮战役》', '，', '山东', '人民', '出版社', '，', '1987', '，', '第427', '页', '。']","(11, 18)","(19, 20)",1945-1949：国共政争与中国命运.txt
山东人民出版社,《孟良崮战役》,"['《国民党一兵团孟良崮战役战斗详报》', '，', '中共', '山东', '省委', '党史', '资料', '征集', '研究', '委员会', '、', '中共', '临沂', '地委', '党史', '资料', '征集', '委员会', '编', '《孟良崮战役》', '，', '山东', '人民', '出版社', '，', '1987', '，', '第427', '页', '。']","(21, 24)","(19, 20)",1945-1949：国共政争与中国命运.txt
莱芜市政协文史资料委员会,《莱芜战役纪实》,"['山东省', '政协', '文史', '资料', '委员会', '、', '莱芜市', '政协', '文史', '资料', '委员会', '合编', '《莱芜战役纪实》', '，', '中国', '文史', '出版社', '，', '1995', '，', '第287', '、', '162', '页', '。']","(6, 11)","(12, 13)",1945-1949：国共政争与中国命运.txt
中国文史出版社,《莱芜战役纪实》,"['山东省', '政协', '文史', '资料', '委员会', '、', '莱芜市', '政协', '文史', '资料', '委员会', '合编', '《莱芜战役纪实》', '，', '中国', '文史', '出版社', '，', '1995', '，', '第287', '、', '162', '页', '。']","(14, 17)","(12, 13)",1945-1949：国共政争与中国命运.txt
中国政府,《地球报》,"['而', '《地球报》', '特地', '出版', '了', '刊', '有', '“', '中国', '政府', '驻', '伦敦', '公使馆', '绑架', '和', '监禁', '一', '位', '中国', '名人', '”', '的', '号外', '，', '指出', '被', '绑架', '和', '监禁者', '曾', '“', '密谋', '攻占', '广州', '总督府', '，', '其', '最终', '目的', '是', '推翻', '满族', '或', '鞑靼', '王朝', '”', '，', '因为', '“', '中国', '在', '它', '的', '统治', '下', '显然', '日益', '恶化', '，', '除非', '推翻', '这个', '王朝', '，', '否则', '不', '能', '指望', '国家', '事务', '得以', '改善', '”', '。']","(8, 10)","(1, 2)",《1911之革命尚未成功》作者：王树增.txt
上海大同书局,《革命军》,"['邹容', '的', '《革命军》', '一蹴而就', '，', '由', '友人', '集资', '于', '上海', '大同', '书局', '出版', '。']","(9, 12)","(2, 3)",《1911之革命尚未成功》作者：王树增.txt
