Nh,Nh,"(0, 1)","(3, 4)",毛泽东,毛顺生,"['毛泽东', '的', '父亲', '毛顺生', '。']",《毛泽东传》（罗斯.特里尔版）.txt
Nh,Nh,"(3, 4)","(9, 10)",毛泽东,毛泽东,"['1919年', '10月', '，', '毛泽东', '的', '母亲', '病逝', '之后', '，', '毛泽东', '的', '父亲', '来到', '长沙', '。']",《毛泽东传》（罗斯.特里尔版）.txt
Nh,Ns,"(9, 10)","(13, 14)",毛泽东,长沙,"['1919年', '10月', '，', '毛泽东', '的', '母亲', '病逝', '之后', '，', '毛泽东', '的', '父亲', '来到', '长沙', '。']",《毛泽东传》（罗斯.特里尔版）.txt
Nh,Nh,"(6, 7)","(11, 12)",泽东,毛顺生,"['在', '20', '世纪', '初', '，', '即', '泽东', '的', '童年', '时期', '，', '毛顺生', '发家', '了', '，', '由', '贫穷', '变成', '了', '富裕', '。']",《毛泽东传》（罗斯.特里尔版）.txt
Ns,Ns,"(15, 16)","(20, 21)",湘江,湖南省,"['［', '1', '］', '距', '韶山', '最近', '的', '两', '座', '城镇', '也', '依', '流经', '附近', '的', '湘江', '而', '取名', '，', '同时', '湖南省', '也', '简称', '为', '“', '湘', '”', '。']",《毛泽东传》（罗斯.特里尔版）.txt
Ns,Nh,"(0, 1)","(2, 3)",韶山,毛泽东,"['韶山', '，', '毛泽东', '少年', '生活', '的', '天地', '，', '直到', '他', '在', '16', '岁', '时', '永远', '离开', '这里', '之前', '，', '他', '从未', '到', '过', '离家', '70', '里', '以外', '的', '地方', '。']",《毛泽东传》（罗斯.特里尔版）.txt
Ns,Ns,"(0, 2)","(3, 4)",洞庭湖平原,中国,"['洞庭湖', '平原', '是', '中国', '的', '一个', '主要', '粮仓', '。']",《毛泽东传》（罗斯.特里尔版）.txt
Ns,Ns,"(25, 26)","(29, 30)",长沙,中国,"['同时', '，', '这块', '人口', '众多', '的', '平原', '还', '有着', '厚实', '的', '政治', '传统', '，', '不管', '是', '在', '商业', '领域', '还是', '在', '思想', '领域', '，', '省城', '长沙', '常常', '领导', '着', '中国', '的', '新', '潮流', '。']",《毛泽东传》（罗斯.特里尔版）.txt
Ns,Ns,"(0, 1)","(4, 5)",韶山,湖南,"['韶山', '既', '不', '处于', '湖南', '的', '崇山峻岭', '中', '，', '也', '不', '位于', '平原', '上', '。']",《毛泽东传》（罗斯.特里尔版）.txt
Ns,Ns,"(1, 2)","(3, 4)",北京,中国,"['在', '北京', '，', '中国', '的', '最后', '一个', '王朝', '正在', '苟延残喘', '。']",《毛泽东传》（罗斯.特里尔版）.txt
Ns,Ns,"(0, 1)","(3, 4)",中国,欧洲,"['中国', '正在', '被', '欧洲', '列强', '瓜分', '。']",《毛泽东传》（罗斯.特里尔版）.txt
