Ns,Ns,"(4, 5)","(6, 7)",浔江,浔江,"['\ufeff', '第一', '集', '1.', '浔江', '畔', '浔江', '的', '水蓝', '得', '像', '染房', '的', '水', '，', '却', '又', '清', '得', '可见', '水底', '的', '卵石', '、', '水草', '和', '游鱼', '。']",太平天国.txt
Nh,Nh,"(9, 10)","(11, 12)",林凤祥,洪宣娇,"['他们', '的', '快船', '已经', '接近', '大', '货船', '了', '，', '林凤祥', '向', '洪宣娇', '使', '了', '个', '眼色', '，', '洪', '宣娇', '走', '到', '船头', '去', '，', '仰脸', '向', '甲板', '上', '的', '清兵', '和', '水手', '们', '兜售', '商品', '：', '“', '买', '盐买糖', '买', '香粉', '买', '杂货', '了', '——', '都', '是', '从', '广州', '贩', '来', '，', '物美价廉', '，', '童叟无欺', '！', '”']",太平天国.txt
Nh,Nh,"(11, 12)","(17, 18)",洪宣娇,洪,"['他们', '的', '快船', '已经', '接近', '大', '货船', '了', '，', '林凤祥', '向', '洪宣娇', '使', '了', '个', '眼色', '，', '洪', '宣娇', '走', '到', '船头', '去', '，', '仰脸', '向', '甲板', '上', '的', '清兵', '和', '水手', '们', '兜售', '商品', '：', '“', '买', '盐买糖', '买', '香粉', '买', '杂货', '了', '——', '都', '是', '从', '广州', '贩', '来', '，', '物美价廉', '，', '童叟无欺', '！', '”']",太平天国.txt
Ns,Nh,"(11, 12)","(13, 14)",平南,桂平,"['王基', '笑笑', '，', '说', '：', '“', '不过', '你', '小心', '点', '，', '平南', '、', '桂平', '这', '一带', '，', '现在', '可', '不', '太', '平', '，', '连', '着', '几', '年', '歉收', '，', '粮价', '飞涨', '，', '拜', '上帝教', '又', '在', '民间', '兴起', '，', '你', '别', '激起', '民变', '啊', '。', '”']",太平天国.txt
Nh,Nh,"(5, 6)","(12, 13)",林凤祥,洪宣,"['3.', '货船', '甲板', '上', '当', '林凤祥', '被', '押', '上', '甲板', '时', '，', '洪宣', '娇正', '与', '船上', '的', '人', '交易', '卖', '货', '，', '一', '见', '林凤祥', '被', '缚', '，', '吃', '了', '一', '惊', '。']",太平天国.txt
Nh,Nh,"(3, 4)","(6, 7)",林凤祥,王作新,"['众人', '正要', '把', '林凤祥', '带走', '，', '王作新', '摆摆', '手', '，', '说', '：', '“', '慢', '！', '”']",太平天国.txt
Nh,Nh,"(5, 6)","(9, 10)",林凤祥,王基,"['他', '仔细', '地', '打量', '一下', '林凤祥', '，', '走', '到', '王基', '跟前', '，', '附耳', '道', '，', '“', '王', '大人', '以为', '他', '真的', '是', '个', '贼', '吗', '？', '”']",太平天国.txt
Nh,Nh,"(9, 10)","(16, 17)",王基,王,"['他', '仔细', '地', '打量', '一下', '林凤祥', '，', '走', '到', '王基', '跟前', '，', '附耳', '道', '，', '“', '王', '大人', '以为', '他', '真的', '是', '个', '贼', '吗', '？', '”']",太平天国.txt
Nh,Nh,"(23, 24)","(25, 26)",洪秀全,冯云山,"['王作新', '小声', '说', '：', '“', '这个', '人', '我', '认识', '，', '叫', '林凤祥', '，', '做', '小买卖', '是', '个', '招牌', '，', '走村串户', '，', '专门', '为', '洪秀全', '、', '冯云山', '收纳拜', '上帝', '教', '的', '教徒', '，', '他', '是', '个', '头目', '，', '我', '看', '他', '来者', '不善', '。', '”']",太平天国.txt
Nh,Nh,"(9, 10)","(11, 12)",林凤祥,洪宣娇,"['在', '林凤祥', '被', '推', '下', '底舱', '的', '当儿', '，', '林凤祥', '国视', '洪宣娇', '，', '说', '了', '一', '句', '双关', '的', '话', '：', '“', '真', '的', '假', '不', '了', '，', '下手', '吧', '！', '”']",太平天国.txt
Nh,Nh,"(3, 4)","(5, 6)",王基,王作,"['5.', '甲板', '上', '王基', '与', '王作', '新', '站', '在', '帆篷', '下', '密议', '。']",太平天国.txt
Ns,Ns,"(2, 3)","(5, 6)",江口,江口,"['6.', '大潢', '江口', '码头', '大潢', '江口', '是', '浔江', '北岸', '一个', '繁华', '的', '水陆', '码头', '，', '商贾', '云集', '沛井', '热闹', '，', '它', '背倚', '峭拔', '高耸', '的', '紫荆山', '，', '前', '临', '宽阔', '的', '浔江', '。']",太平天国.txt
Ns,Ns,"(2, 3)","(7, 8)",江口,浔江,"['6.', '大潢', '江口', '码头', '大潢', '江口', '是', '浔江', '北岸', '一个', '繁华', '的', '水陆', '码头', '，', '商贾', '云集', '沛井', '热闹', '，', '它', '背倚', '峭拔', '高耸', '的', '紫荆山', '，', '前', '临', '宽阔', '的', '浔江', '。']",太平天国.txt
Ns,Ns,"(5, 6)","(7, 8)",江口,浔江,"['6.', '大潢', '江口', '码头', '大潢', '江口', '是', '浔江', '北岸', '一个', '繁华', '的', '水陆', '码头', '，', '商贾', '云集', '沛井', '热闹', '，', '它', '背倚', '峭拔', '高耸', '的', '紫荆山', '，', '前', '临', '宽阔', '的', '浔江', '。']",太平天国.txt
Ns,Ns,"(25, 26)","(31, 32)",紫荆山,浔江,"['6.', '大潢', '江口', '码头', '大潢', '江口', '是', '浔江', '北岸', '一个', '繁华', '的', '水陆', '码头', '，', '商贾', '云集', '沛井', '热闹', '，', '它', '背倚', '峭拔', '高耸', '的', '紫荆山', '，', '前', '临', '宽阔', '的', '浔江', '。']",太平天国.txt
Nh,Nh,"(0, 1)","(4, 5)",萧朝贵,谭绍光,"['萧朝贵', '走', '到', '了', '谭绍光', '跟前', '，', '谭绍光', '可怜巴巴', '地', '望', '着', '他', '：', '“', '大叔', '，', '你', '买', '我', '吗', '？', '”']",太平天国.txt
Nh,Nh,"(0, 1)","(7, 8)",萧朝贵,谭绍光,"['萧朝贵', '走', '到', '了', '谭绍光', '跟前', '，', '谭绍光', '可怜巴巴', '地', '望', '着', '他', '：', '“', '大叔', '，', '你', '买', '我', '吗', '？', '”']",太平天国.txt
Nh,Nh,"(4, 5)","(7, 8)",谭绍光,谭绍光,"['萧朝贵', '走', '到', '了', '谭绍光', '跟前', '，', '谭绍光', '可怜巴巴', '地', '望', '着', '他', '：', '“', '大叔', '，', '你', '买', '我', '吗', '？', '”']",太平天国.txt
Nh,Nh,"(12, 13)","(14, 15)",谭绍光,谭绍光,"['他', '买', '了', '一', '张', '锅饼', '，', '匆匆', '地', '塞', '给', '了', '谭绍光', '，', '谭绍光', '立刻', '被', '一', '群', '孩子', '围住', '，', '都', '来', '抢', '他', '的', '饼', '吃', '。']",太平天国.txt
Ns,Ns,"(1, 3)","(4, 5)",金田村韦昌,第浔江,"['8.', '金田村', '韦昌', '辉宅', '第浔江', '的', '一', '条', '支流', '从', '大山', '里泻', '出来', '，', '逶迤', '流过', '韦昌辉', '家', '青', '砖瓦舍', '的', '宅第', '。']",太平天国.txt
Nh,Nh,"(14, 15)","(19, 20)",杨秀清,韦昌辉,"['举止斯文', '、', '着', '塾师', '服饰', '的', '冯云山', '在', '面目', '清瘦', '、', '不苟言笑', '的', '烧炭工', '杨秀清', '陪同', '下', '，', '来到', '韦昌辉', '家', '大门', '前', '。']",太平天国.txt
Nh,Nh,"(0, 1)","(4, 5)",杨秀清,韦昌辉,"['杨秀清', '说', '：', '“', '韦昌辉', '家', '在', '金田村', '一带', '虽', '是', '富甲一方', '，', '可', '也', '受', '有钱有势', '的', '人', '欺侮', '，', '连', '女人', '出门', '都', '受', '人', '调戏', '。', '”']",太平天国.txt
Nh,Ns,"(0, 1)","(7, 8)",杨秀清,金田村,"['杨秀清', '说', '：', '“', '韦昌辉', '家', '在', '金田村', '一带', '虽', '是', '富甲一方', '，', '可', '也', '受', '有钱有势', '的', '人', '欺侮', '，', '连', '女人', '出门', '都', '受', '人', '调戏', '。', '”']",太平天国.txt
Nh,Ns,"(4, 5)","(7, 8)",韦昌辉,金田村,"['杨秀清', '说', '：', '“', '韦昌辉', '家', '在', '金田村', '一带', '虽', '是', '富甲一方', '，', '可', '也', '受', '有钱有势', '的', '人', '欺侮', '，', '连', '女人', '出门', '都', '受', '人', '调戏', '。', '”']",太平天国.txt
Nh,Nh,"(0, 1)","(4, 5)",杨秀清,韦昌辉,"['杨秀清', '说', '，', '“', '韦昌辉', '的', '父亲', '因为', '儿子', '没', '功名', '，', '才', '花', '冤枉钱', '捐', '了', '个', '监生', '，', '在', '门口', '挂', '块', '匾', '，', '想', '风光', '风光', '，', '可', '一', '姓', '蓝', '的', '秀才', '勾结', '大潢江', '巡检', '王基', '，', '欺侮', '到', '家门', '上来', '了', '。']",太平天国.txt
