Nh,Nh,"(0, 1)","(5, 6)",王保,王正起,"['王保', '还要', '说', '下去', '，', '王正起', '打断', '他', '的话', '说', '：', '“', '好', '，', '别说', '了', '，', '快', '带我去', '见洋', '大人', '。', '”']",光绪皇帝.txt
Ns,Nh,"(11, 12)","(16, 17)",中国,王大人,"['为首', '的', '那个', '洋人', '站', '了', '起来', '，', '操着', '生硬', '的', '中国', '话', '说', '：', '“', '王大人', '，', '在', '你', '的', '辖区', '内', '，', '竟', '有人', '大胆', '妄为', '，', '跑', '到', '我们', '教堂', '内', '行凶', '，', '杀死', '多人', '，', '还', '放火烧', '了', '一个', '教堂', '，', '死伤', '好多', '人', '，', '你', '口口声声', '保证', '我们', '的', '安全', '，', '这', '怎么', '交待', '？', '”']",光绪皇帝.txt
Nh,Nh,"(3, 4)","(8, 9)",刘鹗,刘鹗,"['这时', '，', '师爷', '刘鹗', '从', '外面', '进来', '，', '刘鹗', '还', '没', '开口', '，', '王正起', '就', '急忙', '停步', '说道', '：', '“', '铁云', '，', '快给我', '想想', '办法', '，', '这个', '案子', '到底', '如何', '破', '？', '”']",光绪皇帝.txt
Nh,Nh,"(8, 9)","(13, 14)",刘鹗,王正起,"['这时', '，', '师爷', '刘鹗', '从', '外面', '进来', '，', '刘鹗', '还', '没', '开口', '，', '王正起', '就', '急忙', '停步', '说道', '：', '“', '铁云', '，', '快给我', '想想', '办法', '，', '这个', '案子', '到底', '如何', '破', '？', '”']",光绪皇帝.txt
Nh,Nh,"(0, 1)","(6, 7)",刘鄂,王大人,"['刘鄂', '沉思', '一下', '说', '：', '“', '王大人', '，', '你', '对', '凶手', '有何', '估计', '？', '”']",光绪皇帝.txt
Nh,Nh,"(5, 6)","(9, 10)",王正起,刘鹗,"['“', '这', '—', '—', '”', '王正起', '抬头', '看', '一下', '刘鹗', '，', '不置可否', '地说', '，', '“', '铁云', '，', '你', '的', '看法', '呢', '？', '”']",光绪皇帝.txt
Ns,Ns,"(34, 35)","(41, 42)",安徽,山东,"['“', '嗯', '，', '这事', '我', '也', '考虑', '过', '，', '但', '据我所知', '这些', '组织', '早已', '被', '消灭', '镇压', '，', '虽', '有', '个别人', '暗中', '信奉', '但', '早已', '不成气候', '，', '况且', '这些', '组织', '多', '在', '江浙', '，', '安徽', '等', '地', '，', '没', '听说', '我们', '山东', '一带', '有', '什么', '反动', '组织', '！', '”']",光绪皇帝.txt
Nh,Nh,"(0, 1)","(5, 6)",王正起,刘鹗,"['王正起', '满意', '地', '拍', '着', '刘鹗', '肩膀', '说', '。']",光绪皇帝.txt
Nh,Nh,"(1, 2)","(4, 5)",张雨生,赵大领,"['这', '张雨生', '也', '是', '赵大领', '他们', '教坛', '成员', '一名', '，', '一见', '这', '情形', '，', '气得', '破口大骂', '，', '举拳', '就', '打', '，', '赵大领', '急忙', '拦住', '他', '说', '。']",光绪皇帝.txt
Nh,Nh,"(0, 1)","(6, 7)",张雨生,赵大领,"['张雨生', '这才', '止住', '愤怒', '，', '和', '赵大领', '一起', '将', '这', '卖', '糖葫芦', '的', '人', '押起来', '进行', '审问', '。']",光绪皇帝.txt
Ns,Nh,"(10, 11)","(15, 16)",陈同州,张雨生,"['赵大领', '见', '一时', '审问', '不', '出', '什么', '，', '便', '带', '陈同州', '到', '后院', '去', '抢救', '张雨生', '的', '孩子', '。']",光绪皇帝.txt
Nh,Nh,"(2, 3)","(9, 10)",赵大,陈同州,"['说干就干', '，', '赵大', '领回来', '后', '又', '重新', '审问', '了', '陈同州', '，', '了解', '一些', '关于', '教堂', '内部', '的', '形势', '，', '并', '亲自', '到', '教堂', '内', '查看', '了', '地形', '。']",光绪皇帝.txt
Nh,Nh,"(0, 1)","(2, 4)",刘鹗,李金斗,"['刘鹗', '从', '李', '金斗', '那里', '得知', '这', '火烧', '洋', '教堂', '的', '大案', '的确', '是', '这', '济南', '府', '的', '义和拳', '教民', '所', '为', '，', '心中', '十分高兴', '，', '但', '他', '仍装', '着', '十分', '同情', '地', '口气', '说', '：', '“', '金斗', '，', '事情', '既然如此', '，', '府', '台大', '人', '那里', '的', '事', '我', '多', '周旋', '一下', '就是', '，', '大不了', '你', '表哥', '回家', '种', '那', '二亩', '薄地', '。']",光绪皇帝.txt
Nh,Nh,"(0, 1)","(2, 3)",刘鹗,李,"['刘鹗', '见', '李', '金斗', '沉默不语', '，', '又', '诱骗', '说', '：', '“', '就是', '你', '不', '说', '，', '那位', '被府', '台大', '人', '捉住', '的', '拳民', '也', '可能', '供', '出', '他们', '，', '他们', '也', '同样', '被', '抓住', '，', '你', '不但', '失去', '将功折罪', '的', '机会', '，', '还会', '罪加一等', '，', '这是', '何苦', '呢', '？', '”']",光绪皇帝.txt
Nh,Nh,"(0, 2)","(4, 5)",李金斗,刘鹗,"['李', '金斗', '终于', '在', '刘鹗', '的', '利诱', '下', '动摇', '了', '。']",光绪皇帝.txt
