Ns,Ns,"(0, 1)","(4, 5)",江苏,小城,"['江苏', '北部', '有', '一座', '小城', '—', '—', '东海', '，', '古时', '称为', '海州', '。']",朱自清传.txt
Ns,Ns,"(0, 1)","(7, 8)",江苏,东海,"['江苏', '北部', '有', '一座', '小城', '—', '—', '东海', '，', '古时', '称为', '海州', '。']",朱自清传.txt
Ns,Ns,"(4, 5)","(7, 8)",小城,东海,"['江苏', '北部', '有', '一座', '小城', '—', '—', '东海', '，', '古时', '称为', '海州', '。']",朱自清传.txt
Ns,Ns,"(4, 5)","(11, 12)",小城,海州,"['江苏', '北部', '有', '一座', '小城', '—', '—', '东海', '，', '古时', '称为', '海州', '。']",朱自清传.txt
Ns,Ns,"(7, 8)","(11, 12)",东海,海州,"['江苏', '北部', '有', '一座', '小城', '—', '—', '东海', '，', '古时', '称为', '海州', '。']",朱自清传.txt
Ns,Ns,"(11, 12)","(14, 15)",海州,东海县,"['物换星移', '，', '沧海桑田', '，', '城址', '几经', '变迁', '，', '辛亥革命', '后', '，', '海州', '乃', '改为', '东海县', '，', '属', '徐海', '道', '。']",朱自清传.txt
Ns,Nh,"(11, 12)","(17, 18)",海州,徐海,"['物换星移', '，', '沧海桑田', '，', '城址', '几经', '变迁', '，', '辛亥革命', '后', '，', '海州', '乃', '改为', '东海县', '，', '属', '徐海', '道', '。']",朱自清传.txt
Ns,Nh,"(14, 15)","(17, 18)",东海县,徐海,"['物换星移', '，', '沧海桑田', '，', '城址', '几经', '变迁', '，', '辛亥革命', '后', '，', '海州', '乃', '改为', '东海县', '，', '属', '徐海', '道', '。']",朱自清传.txt
Nh,Nh,"(7, 8)","(9, 10)",叫大贵,小贵,"['这个', '小孩', '上头', '原有', '两个', '哥哥', '，', '叫大贵', '和', '小贵', '，', '不幸', '相继', '夭亡', '，', '因此', '他', '的', '出生', '，', '给', '全家', '带来', '了', '无比', '的', '欢愉', '，', '倍受', '宠爱', '。']",朱自清传.txt
Ns,Nh,"(7, 9)","(15, 16)",浙江绍兴,朱氏,"['祖父', '朱则', '余', '，', '号菊坡', '，', '原籍', '浙江', '绍兴', '，', '本姓', '余', '，', '因', '承继', '朱氏', '，', '遂', '姓朱', '。']",朱自清传.txt
Nh,Ns,"(4, 5)","(6, 7)",朱鸿钧,东海,"['1901', '年', '，', '父亲', '朱鸿钧', '从', '东海', '到', '高邮', '的', '邵伯镇', '做小官', '，', '把', '他', '和', '母亲', '接到', '任', '所', '，', '住', '在', '万寿宫', '里', '。']",朱自清传.txt
Nh,Ns,"(4, 5)","(8, 9)",朱鸿钧,高邮,"['1901', '年', '，', '父亲', '朱鸿钧', '从', '东海', '到', '高邮', '的', '邵伯镇', '做小官', '，', '把', '他', '和', '母亲', '接到', '任', '所', '，', '住', '在', '万寿宫', '里', '。']",朱自清传.txt
