Nh,Nh,"(2, 3)","(4, 5)",朗云,苏雷,"['作者', '：', '朗云', ' ', '苏雷']",《老舍传—沉重的谢幕》（朗云+苏雷）.txt
Ns,Ns,"(1, 3)","(5, 6)",北京北城,西单,"['在', '北京', '北城', '，', '顺着', '西单', '、', '西四', '牌楼', '下去', '，', '一', '过', '护国寺', '，', '路', '东边儿', '，', '口上', '把', '着', '个', '茶馆', '的', '就是', '小', '杨家', '胡同', '了', '。']",《老舍传—沉重的谢幕》（朗云+苏雷）.txt
Ns,Ns,"(1, 3)","(7, 8)",北京北城,西四,"['在', '北京', '北城', '，', '顺着', '西单', '、', '西四', '牌楼', '下去', '，', '一', '过', '护国寺', '，', '路', '东边儿', '，', '口上', '把', '着', '个', '茶馆', '的', '就是', '小', '杨家', '胡同', '了', '。']",《老舍传—沉重的谢幕》（朗云+苏雷）.txt
Ns,Ns,"(5, 6)","(7, 8)",西单,西四,"['在', '北京', '北城', '，', '顺着', '西单', '、', '西四', '牌楼', '下去', '，', '一', '过', '护国寺', '，', '路', '东边儿', '，', '口上', '把', '着', '个', '茶馆', '的', '就是', '小', '杨家', '胡同', '了', '。']",《老舍传—沉重的谢幕》（朗云+苏雷）.txt
Ns,Ns,"(7, 8)","(13, 14)",西四,护国寺,"['在', '北京', '北城', '，', '顺着', '西单', '、', '西四', '牌楼', '下去', '，', '一', '过', '护国寺', '，', '路', '东边儿', '，', '口上', '把', '着', '个', '茶馆', '的', '就是', '小', '杨家', '胡同', '了', '。']",《老舍传—沉重的谢幕》（朗云+苏雷）.txt
Nh,Nh,"(20, 21)","(22, 23)",康有为,梁启超,"['沸沸扬扬', '的', '小', '百姓', '看', '完', '了', '热闹', '，', '也', '就', '不管', '是', '什么', '太后', '关起', '了', '皇上', '，', '还是', '康有为', '、', '梁启超', '背后', '给', '“', '老佛爷', '”', '上', '了', '眼药', '…', '…']",《老舍传—沉重的谢幕》（朗云+苏雷）.txt
Nh,Ns,"(2, 4)","(6, 7)",舒永寿,皇城,"['掌柜的', '叫', '舒', '永寿', '，', '在', '皇城', '里', '当个', '小小的', '护军', '。']",《老舍传—沉重的谢幕》（朗云+苏雷）.txt
Nh,Nh,"(0, 1)","(6, 7)",舒庆春,老舍,"['舒庆春', '—', '—', '舒舍予', '—', '—', '老舍', '来到', '了', '人间', '，', '谁', '也', '不会', '料到', '，', '这', '小东西', '以后', '竟会', '成为', '一个', '在', '中国', '文坛', '上', '举足轻重', '的', '作家', '！']",《老舍传—沉重的谢幕》（朗云+苏雷）.txt
Nh,Nh,"(8, 9)","(12, 13)",二姐,三哥,"['可', '长大成人', '的', '只有', '庆春', '和', '大姐', '、', '二姐', '、', '三姐', '、', '三哥', '。']",《老舍传—沉重的谢幕》（朗云+苏雷）.txt
Ns,Ns,"(11, 12)","(13, 14)",广渠门,北京,"['这年', '阳历', '的', '八月', '十四', '，', '八国联军', '从', '防守', '空虚', '的', '广渠门', '攻入', '北京', '外', '城', '。']",《老舍传—沉重的谢幕》（朗云+苏雷）.txt
Ns,Ns,"(13, 14)","(16, 17)",齐化门,朝阳门,"['烧夷弹', '炸掉', '了', '正阳门', '箭楼', '的', '半个', '城楼', '，', '守城', '的', '队伍', '从', '齐化门', '（', '现', '朝阳门', '）', '退', '到', '西四', '牌楼', '，', '从前', '门退', '到', '了', '天安门', '，', '仗', '打', '到', '了', '内城', '，', '南池子', '，', '南河沿', '都', '成', '了', '战场', '。']",《老舍传—沉重的谢幕》（朗云+苏雷）.txt
Ns,Ns,"(13, 14)","(20, 21)",齐化门,西四,"['烧夷弹', '炸掉', '了', '正阳门', '箭楼', '的', '半个', '城楼', '，', '守城', '的', '队伍', '从', '齐化门', '（', '现', '朝阳门', '）', '退', '到', '西四', '牌楼', '，', '从前', '门退', '到', '了', '天安门', '，', '仗', '打', '到', '了', '内城', '，', '南池子', '，', '南河沿', '都', '成', '了', '战场', '。']",《老舍传—沉重的谢幕》（朗云+苏雷）.txt
Ns,Ns,"(16, 17)","(20, 21)",朝阳门,西四,"['烧夷弹', '炸掉', '了', '正阳门', '箭楼', '的', '半个', '城楼', '，', '守城', '的', '队伍', '从', '齐化门', '（', '现', '朝阳门', '）', '退', '到', '西四', '牌楼', '，', '从前', '门退', '到', '了', '天安门', '，', '仗', '打', '到', '了', '内城', '，', '南池子', '，', '南河沿', '都', '成', '了', '战场', '。']",《老舍传—沉重的谢幕》（朗云+苏雷）.txt
Ns,Ns,"(20, 21)","(27, 28)",西四,天安门,"['烧夷弹', '炸掉', '了', '正阳门', '箭楼', '的', '半个', '城楼', '，', '守城', '的', '队伍', '从', '齐化门', '（', '现', '朝阳门', '）', '退', '到', '西四', '牌楼', '，', '从前', '门退', '到', '了', '天安门', '，', '仗', '打', '到', '了', '内城', '，', '南池子', '，', '南河沿', '都', '成', '了', '战场', '。']",《老舍传—沉重的谢幕》（朗云+苏雷）.txt
Nh,Nh,"(9, 10)","(15, 16)",舒,舒,"['他', '连忙', '凑', '过去', '把', '全身', '已经', '焦黑', '的', '舒', '永寿', '扶起来', '，', '奄奄一息', '的', '舒', '永寿', '看着', '来', '人', '，', '颤', '颤抖抖', '举起', '一双', '布', '袜子', '和', '一付', '裤脚', '带', '，', '求人', '给', '家里', '报个', '信', '…', '…']",《老舍传—沉重的谢幕》（朗云+苏雷）.txt
Nh,Nh,"(1, 2)","(4, 5)",杨家,舒庆春,"['小', '杨家', '胡同', '的', '舒庆春', '一家', '，', '刚', '得到', '父亲', '舒', '永寿', '战死', '的', '恶信', '，', '还', '没', '来得及', '把', '痛苦', '的', '眼泪', '流干', '，', '就', '听见', '呯', '、', '呯', '的', '枪响', '和', '沉重', '的', '脚步声', '，', '夺去', '父亲', '生命', '的', '灾难', '漫进', '了', '小', '杨家', '胡同', '。']",《老舍传—沉重的谢幕》（朗云+苏雷）.txt
Nh,Nh,"(4, 5)","(10, 11)",舒庆春,舒,"['小', '杨家', '胡同', '的', '舒庆春', '一家', '，', '刚', '得到', '父亲', '舒', '永寿', '战死', '的', '恶信', '，', '还', '没', '来得及', '把', '痛苦', '的', '眼泪', '流干', '，', '就', '听见', '呯', '、', '呯', '的', '枪响', '和', '沉重', '的', '脚步声', '，', '夺去', '父亲', '生命', '的', '灾难', '漫进', '了', '小', '杨家', '胡同', '。']",《老舍传—沉重的谢幕》（朗云+苏雷）.txt
Ns,Ns,"(1, 2)","(6, 7)",北城,南城,"['而', '北城', '多', '是', '穷苦人家', '，', '南城', '都', '住些', '什么', '人', '呢', '？']",《老舍传—沉重的谢幕》（朗云+苏雷）.txt
Ns,Ns,"(0, 1)","(5, 6)",东城,西城,"['东城', '的', '人', '只', '和', '西城', '交往', '，', '而', '北城', '的', '人', '一', '串门子', '就', '来到', '前', '门外', '、', '大栅栏', '、', '天桥', '、', '龙须沟', '，', '真是', '自古', '富贵', '是', '一家', '，', '贫贱', '是', '一家', '，', '水火不容', '，', '旗帜鲜明', '。']",《老舍传—沉重的谢幕》（朗云+苏雷）.txt
Ns,Ns,"(5, 6)","(9, 10)",西城,北城,"['东城', '的', '人', '只', '和', '西城', '交往', '，', '而', '北城', '的', '人', '一', '串门子', '就', '来到', '前', '门外', '、', '大栅栏', '、', '天桥', '、', '龙须沟', '，', '真是', '自古', '富贵', '是', '一家', '，', '贫贱', '是', '一家', '，', '水火不容', '，', '旗帜鲜明', '。']",《老舍传—沉重的谢幕》（朗云+苏雷）.txt
Ns,Ns,"(19, 20)","(21, 22)",大栅栏,天桥,"['东城', '的', '人', '只', '和', '西城', '交往', '，', '而', '北城', '的', '人', '一', '串门子', '就', '来到', '前', '门外', '、', '大栅栏', '、', '天桥', '、', '龙须沟', '，', '真是', '自古', '富贵', '是', '一家', '，', '贫贱', '是', '一家', '，', '水火不容', '，', '旗帜鲜明', '。']",《老舍传—沉重的谢幕》（朗云+苏雷）.txt
