Ns,Ns,"(13, 14)","(18, 19)",台湾,中国,"['他们', '誓死', '保卫', '的', '是', '自己', '的', '家园', '，', '是', '包括', '大陆', '和', '台湾', '在内', '的', '所有', '的', '中国', '的', '父老乡亲', '啊', '！']",国军抗战史.txt
Ni,Ns,"(7, 10)","(14, 15)",日本海军陆战队,日本,"['在', '会战', '中', '，', '国民党', '空军', '炸毁', '日本', '海军', '陆战队', '司令部', '，', '炸', '沉', '日本', '海军', '第三', '舰队', '旗舰', '，']",国军抗战史.txt
Ns,Ns,"(1, 2)","(7, 8)",沪,上海,"['淞', '沪', '会战', '未能', '阻止', '日军', '占领', '上海', '，', '却', '改变', '了', '日军', '在', '中国', '战场', '的', '战略', '部署', '，']",国军抗战史.txt
Ns,Ns,"(7, 8)","(14, 15)",上海,中国,"['淞', '沪', '会战', '未能', '阻止', '日军', '占领', '上海', '，', '却', '改变', '了', '日军', '在', '中国', '战场', '的', '战略', '部署', '，']",国军抗战史.txt
Ns,Ns,"(2, 3)","(5, 6)",上海,重庆,"['还', '为', '上海', '资本', '向', '重庆', '转移', '，', '赢得', '三', '个', '月', '的', '宝贵', '时间', '。']",国军抗战史.txt
Ns,Nh,"(5, 6)","(7, 8)",缅甸,于邦,"['在', '新', '一', '军', '攻占', '缅甸', '重镇', '于邦', '的', '时候', '，', '下属', '向', '孙立人', '询问', '，', '如何', '处理', '日军', '战俘', '，']",国军抗战史.txt
Ns,Ns,"(12, 13)","(16, 17)",中国,中国,"['""', '你', '去', '问问', '那些', '狗', '杂种', '，', '都', '谁', '到', '过', '中国', '，', '到', '过', '中国', '的', '就地', '枪毙', '，', '以后', '都', '这样', '""', '。']",国军抗战史.txt
Ns,Ns,"(1, 2)","(5, 6)",平型关,平型关,"['而', '平型关', '大捷', '，', '只是', '平型关', '战役', '的', '一', '部分', '，', '平型关', '战役', '又', '是', '太原', '会战', '的', '一', '部分', '。']",国军抗战史.txt
Ns,Ns,"(5, 6)","(11, 12)",平型关,平型关,"['而', '平型关', '大捷', '，', '只是', '平型关', '战役', '的', '一', '部分', '，', '平型关', '战役', '又', '是', '太原', '会战', '的', '一', '部分', '。']",国军抗战史.txt
Ns,Ns,"(11, 12)","(15, 16)",平型关,太原,"['而', '平型关', '大捷', '，', '只是', '平型关', '战役', '的', '一', '部分', '，', '平型关', '战役', '又', '是', '太原', '会战', '的', '一', '部分', '。']",国军抗战史.txt
Ns,Nh,"(7, 8)","(14, 15)",日本,蒋,"['日军', '投降', '书文', '中', '多次', '出现', '：', '日本', '陆海', '空军', '及其', '辅助', '部队', '向', '蒋', '委员长', '投降', '，']",国军抗战史.txt
Ns,Nh,"(5, 6)","(11, 12)",中国,蒋中正,"['受', '降落', '款', '是', '：', '中国', '战区', '最高', '统帅', '特级', '上将', '蒋中正', '特派', '代表', '陆军', '一级', '上将', '何应钦', '。']",国军抗战史.txt
