0.0,梁启超,《复张东荪书论社会主义运动》,"['其中', '张东荪', '的', '《现在与将来》', '和', '梁启超', '的', '《复张东荪书论社会主义运动》', '，', '是', '有', '代表性', '的', '两', '篇', '。']","(5, 6)","(7, 8)"
0.0,李三无,《东方杂志》,"['③', '李三无', '：', '《宪法问题与中国》', '，', '《东方杂志》', '第十九', '卷', '第二十一', '号', '，', '一九二二年', '十一月', '十日', '出版', '。']","(1, 2)","(5, 6)"
-0.4,刘彦,《最近三十年中国外交史》,"['①', '转', '引', '自', '刘彦', '《最近三十年中国外交史》', '，', '第一', '二', '一', '页', '。']","(4, 5)","(5, 6)"
0.0,李达,《讨论社会主义并质梁任公》,"['其中', '比较', '重要', '的', '有', '李达', '的', '《讨论社会主义并质梁任公》', '、', '《社会革命底商榷》', '，', '陈独秀', '的', '《社会主义批评》', '，', '李大钊', '的', '《中国的社会主义与世界的资本主义》', '，', '蔡和森', '的', '《马克思学说与中国无产阶级》', '等', '。']","(5, 6)","(7, 8)"
0.0,陈独秀,《讨论社会主义并质梁任公》,"['其中', '比较', '重要', '的', '有', '李达', '的', '《讨论社会主义并质梁任公》', '、', '《社会革命底商榷》', '，', '陈独秀', '的', '《社会主义批评》', '，', '李大钊', '的', '《中国的社会主义与世界的资本主义》', '，', '蔡和森', '的', '《马克思学说与中国无产阶级》', '等', '。']","(11, 12)","(7, 8)"
0.30102999566398114,李大钊,《法俄革命之比较观》,"['中国', '共产主义', '的', '先驱者', '李大钊', '，', '在', '一九一八年', '七月', '、', '十一月', '，', '先后', '发表', '了', '《法俄革命之比较观》', '、', '《庶民的胜利》', '、', '《布尔什维主义的胜利》', '等', '论文', '。']","(4, 5)","(15, 16)"
0.0,森,《反对“敦请一友邦”干涉中国内政》,"['①', '和', '森', '：', '《反对“敦请一友邦”干涉中国内政》', '，', '《向导》', '第十九', '期', '，', '一九二三年', '二月', '七日', '出版', '。']","(2, 3)","(4, 5)"
0.30102999566398114,李大钊,《青年与农村》,"['①', '李大钊', '：', '《青年与农村》', '，', '《李大钊选集》', '，', '第一', '四', '六', '页', '。']","(1, 2)","(3, 4)"
-0.4,梁漱溟,《我们的政治主张》,"['一九二二年', '五月', '，', '蔡元培', '、', '梁漱溟', '、', '胡适', '、', '王宠惠', '等', '人', '在', '《努力周报》', '第二', '期', '上', '发表', '《我们的政治主张》', '一', '文', '，', '提出', '组织', '一个', '“', '好', '政府', '”', '，', '“', '作为', '现在', '改革', '中国', '政治', '的', '最低', '限度', '的', '要求', '”', '。']","(5, 6)","(18, 19)"
0.0,胡,《新青年》,"['一九一七年', '一月', '，', '胡', '适', '在', '《新青年》', '发表', '《文学改良刍议》', '，', '提出', '以', '白话文', '代替', '文言文', '。']","(3, 4)","(6, 7)"
0.3154648767857287,列宁,《鲍尔雪佛克之排斥与要求》,"['一九一九年', '六月', '至', '一九二○年', '五月', '，', '上海', '发行', '的', '报刊', '中', '有关', '马克思主义', '著作', '的', '翻译', '或', '介绍', '主要', '有', '：', '马克思', '的', '《劳动与资本》', '、', '《马氏唯物史观概要》', '、', '《鲍尔雪佛克之排斥与要求》', '（', '即', '列宁', '的', '《俄国的政党和无产阶级的任务》', '的', '节译', '）', '、', '《商品生产的性质》', '、', '《马克思传》', '、', '《科学的社会主义》', '、', '《建设中的苏维埃》', '（', '即', '列宁', '的', '《苏维埃政权的当前任务》', '的', '节译', '）', '等等', '。']","(30, 31)","(27, 28)"
0.0,④和森,《近日政潮的内幕》,"['④和森', '：', '《近日政潮的内幕》', '，', '《向导》', '第十二', '期', '，', '一九二二年', '十二月', '六日', '出版', '。']","(0, 1)","(2, 3)"
0.0,鲁迅,《阿Q正传》,"['在', '鲁迅', '的', '小说', '中', '，', '完成', '于', '一九二一年', '十二月', '的', '《阿Q正传》', '，', '是', '闻名世']","(1, 2)","(11, 12)"
0.0,和森,《统一，借债，与国民党》,"['⑤', '和森', '：', '《统一，借债，与国民党》', '，', '《向导》', '第一', '期', '，', '一九二二年', '九月', '十三日', '出版', '。']","(1, 2)","(3, 4)"
0.0,田诚,《向导》,"['③', '田诚', '：', '《真不愧好人奋斗》', '，', '《向导》', '第九', '期', '，', '一九二二年', '十一月', '八日', '出版', '。']","(1, 2)","(5, 6)"
-0.09897000433601888,萧楚女,《中国青年》,"['一九二三年', '左右', '，', '共产党人', '邓中夏', '、', '恽代英', '、', '萧楚女', '等', '，', '在', '《中国青年》', '上', '发表', '了', '若干', '篇', '关于', '文学', '的', '文章', '，', '宣传', '了', '初步', '的', '马克思主义', '的', '文学', '主张', '。']","(8, 9)","(12, 13)"
0.0,张东荪,《由内地旅行而得之又一教训》,"['一九二○年', '十月', '间', '，', '张东荪', '等', '陪同', '罗素', '到', '湖南', '讲演', '，', '张', '回', '上海', '后', '于', '十一月', '发表', '《由内地旅行而得之又一教训》', '等', '文', '，', '说', '中国', '当务之急', '是', '开发', '实业', '，', '不', '是', '宣传', '什么', '主义', '，', '当然', '更', '不', '是', '进行', '社会主义', '运动', '。']","(4, 5)","(19, 20)"
0.0,蔡和森,《新青年》,"['②', '蔡和森', '：', '《马克思学说与中国无产阶级》', '（', '一九二一年', '二月', '）', '，', '《新青年》', '第九', '卷', '第四', '号', '，', '一九二一年', '八月', '一日', '出版', '。']","(1, 2)","(9, 10)"
0.0,列宁,《劳动与资本》,"['一九一九年', '六月', '至', '一九二○年', '五月', '，', '上海', '发行', '的', '报刊', '中', '有关', '马克思主义', '著作', '的', '翻译', '或', '介绍', '主要', '有', '：', '马克思', '的', '《劳动与资本》', '、', '《马氏唯物史观概要》', '、', '《鲍尔雪佛克之排斥与要求》', '（', '即', '列宁', '的', '《俄国的政党和无产阶级的任务》', '的', '节译', '）', '、', '《商品生产的性质》', '、', '《马克思传》', '、', '《科学的社会主义》', '、', '《建设中的苏维埃》', '（', '即', '列宁', '的', '《苏维埃政权的当前任务》', '的', '节译', '）', '等等', '。']","(46, 47)","(23, 24)"
0.0,胡,《未有天才之前》,"['一九二四年', '一', '月', '，', '鲁迅', '在', '一', '篇', '题', '为', '《未有天才之前》', '的', '讲演', '中', '，', '揭露', '了', '胡', '适用', '整理', '国故', '抵制', '革命', '，', '引导', '青年', '脱离', '现实', '的', '谬误', '。']","(17, 18)","(10, 11)"
0.0,陈独秀,《新青年》,"['①', '陈独秀', '：', '《偶象破坏论》', '，', '《新青年》', '五', '卷', '二', '号', '，', '一九一八年', '八月', '十五日', '出版', '。']","(1, 2)","(5, 6)"
0.0,李大钊,《甲寅》,"['李大钊', '在', '一九一七年', '二月', '《甲寅》', '日刊', '上', '发表', '的', '《自然的伦理观与孔子》', '一', '文', '，', '阐明', '一切', '自然', '现象', '和', '社会', '现象', '都', '是', '发展', '变化', '的', '，', '“', '古今', '之', '社会', '不同', '，', '古今', '之', '道德', '自异', '”', '。']","(0, 1)","(4, 5)"
0.30102999566398114,李大钊,《李大钊选集》,"['①', '李大钊', '：', '《青年与农村》', '，', '《李大钊选集》', '，', '第一', '四', '六', '页', '。']","(1, 2)","(5, 6)"
0.0,李三无,《宪法问题与中国》,"['③', '李三无', '：', '《宪法问题与中国》', '，', '《东方杂志》', '第十九', '卷', '第二十一', '号', '，', '一九二二年', '十一月', '十日', '出版', '。']","(1, 2)","(3, 4)"
0.0,梁启超,《现在与将来》,"['其中', '张东荪', '的', '《现在与将来》', '和', '梁启超', '的', '《复张东荪书论社会主义运动》', '，', '是', '有', '代表性', '的', '两', '篇', '。']","(5, 6)","(3, 4)"
0.0,和森,《向导》,"['⑤', '和森', '：', '《统一，借债，与国民党》', '，', '《向导》', '第一', '期', '，', '一九二二年', '九月', '十三日', '出版', '。']","(1, 2)","(5, 6)"
0.0,毛泽东,《毛泽东选集》,"['①', '毛泽东', '：', '《新民主主义论》', '，', '《毛泽东选集》', '，', '第六', '五', '九', '——', '六六○页', '。']","(1, 2)","(5, 6)"
0.0,胡适,《向导》,"['共产党', '通过', '《向导》', '周报', '驳斥', '了', '胡适', '替', '帝国主义', '辩护', '的', '谬论', '，', '大力', '宣传', '了', '打倒', '帝国主义', '的', '口号', '。']","(6, 7)","(2, 3)"
0.0,李达,《讨论社会主义并质梁任公》,"['①', '李达', '：', '《讨论社会主义并质梁任公》', '，', '《新青年》', '第九', '卷', '第一', '号', '。']","(1, 2)","(3, 4)"
0.0,列宁,《国家与革命》,"['不久', '，', '恩格斯', '的', '《社会主义从空想到科学的发展》', '、', '列宁', '的', '《国家与革命》', '也', '相继', '翻译', '出版', '。']","(6, 7)","(8, 9)"
0.0,孙中山,《向导》,"['《向导》', '针对', '孙中山', '企图', '利用', '直系军阀', '来', '完成', '全国', '统一', '的', '错误', '想法', '，', '指出', '：', '政治', '上', '的', '统一', '，', '不', '是', '混合', '或', '调和', '各', '大', '军阀', '的', '旧', '势力', '可以', '做成', '的', '；']","(2, 3)","(0, 1)"
0.0,邓泽如,《中国国民党二十年史迹》,"['①', '邓泽如', '：', '《中国国民党二十年史迹》', '，', '第三', '○', '一', '——', '三○八页', '，', '正中', '书局', '一九四八年', '六月', '版', '。']","(1, 2)","(3, 4)"
0.0,沈雁冰,《中国新文学大系·小说一集导言》,"['①', '沈雁冰', '：', '《中国新文学大系·小说一集导言》', '，', '《文学运动史料选》', '第一', '册', '，', '第二', '○', '四', '页', '。']","(1, 2)","(3, 4)"
